userId,username,date,content,tweetId,replyCount,retweetCount,likeCount,inReplyToUser,mentionedUsers,hashtags
1.10688e+18,hyuneewinwin,2023-06-25 23:43:19+00:00,mending air asia atau super air jet ya ,1.67311e+18,0,0,0,,,
1.14032e+18,Julminus,2023-06-25 17:54:33+00:00, ice_roti super air jet klo ngga pelita cmn 550k,1.67303e+18,1,0,0,ice_roti,['ice_roti'],
1.50572e+18,txtfromaandy,2023-06-25 17:17:08+00:00, infotwitwor_ ini mba2 pramugari super air jet itu kalo ga salah deh pernah lewat di tl ,1.67302e+18,0,0,0,infotwitwor_,['infotwitwor_'],
1181270683.0,classieucal,2023-06-25 17:10:29+00:00, _quelapis super air jet sih nyaman banget tempat duduknya juga lebih luas gitu aku kemarin pakai itu waktu balik bpp sby sih https co kehqejod1z,1.67302e+18,0,0,0,_quelapis,['_quelapis'],
2336870581.0,lenkaee,2023-06-25 14:37:35+00:00,min superairjet iu768 cgk lop 25 juni 2023 delay hampir 2 jam gaada kompensasi sama sekali gaada tindak lanjutnya kah petugas kaya lempar lemparan tanggung jawab gaada yg bneran action ,1.67298e+18,0,0,0,,['SuperAirJet'],
9.81379e+17,gintoukie,2023-06-25 14:34:27+00:00,mjb kak mau tanya prefer air asia atau super air jet yaa ,1.67298e+18,0,0,0,,,
288693349.0,oliviacaesarya,2023-06-25 13:12:38+00:00,ngga lagi lagi naik super air jet,1.67296e+18,0,0,0,,,
1.62268e+18,ari_suaka,2023-06-25 12:17:23+00:00,video full klik link https co ldnwhqoaqw kalau pramugarinya sudah mulai ngambil sampah penumpang rasanya diatas pesawat super air jet sudah mulai tenang dan tak tegang lagi airport lionair superairjet pramugariindonesia https co df04pie8zf,1.67294e+18,0,0,0,,,"['Airport', 'lionair', 'superairjet', 'pramugariindonesia']"
1542904244.0,benerbenerga,2023-06-25 12:03:22+00:00, superairjet halo super air jet sy kehilangan 2 buah topi merk hush puppies di tas sy di bagasi selama penerbangan bali jakarta kamis malam tas tiba di pengambilan bagasi dalam kondisi restleting sedikit terbuka awalnya tidak sadar ada barang yang hilang sampai hari ini ,1.67294e+18,1,0,0,,['SuperAirJet'],
71988941.0,heylisya,2023-06-25 10:06:16+00:00, putrirawks kak mia udh pernah naik super air jet belum adenya lion,1.67291e+18,1,0,0,Putrirawks,['Putrirawks'],
1.48002e+18,yaowt4,2023-06-25 09:35:57+00:00, superairjet boleh terbang bawa kura kura peliharaan gak min ,1.6729e+18,1,0,0,,['SuperAirJet'],
538206280.0,moachacino,2023-06-25 09:14:08+00:00,skrg malah dipindah maskapai ke batik air dr awalnya pesen jam 6 45 tbtb dipindah jadi 9 30 yg bener bener aja dikira orang gapunya jadwal kegiatan lain atleast kasih alesan yg jelas mana cs nya juga lateresp kocak lionairgroup superairjet,1.6729e+18,0,0,0,moachacino,"['lionairgroup', 'SuperAirJet']",
538206280.0,moachacino,2023-06-25 09:06:07+00:00,ini apaan sih udh booking dr jauh jauh hari tbtb 1 reschedule sepihak bilang jamnya gak available terus wkt saya booking itu jam apaan gajelas lagi alesan reschedulenya karna apa gimana sih superairjet,1.67289e+18,1,0,0,,['SuperAirJet'],
9.55769e+17,smileyeay,2023-06-25 06:42:23+00:00,bercanda banget lo superairjet 3 jam lebih nyampe delay 2x https co ikgauycgoh,1.67286e+18,0,0,0,,['SuperAirJet'],
1.30437e+18,Glowything1,2023-06-25 02:33:47+00:00,pengalaman terbang pertama with superairjet bintang 1 staff galak informasi kurang jelas dimarah2in huhu https co pinxshhlh7,1.6728e+18,1,0,0,,['SuperAirJet'],
859003194.0,ChandraWgn,2023-06-24 23:26:47+00:00, superairjet selamat pagi min mau tanya kok saya ga bisa check in online ya ,1.67275e+18,0,0,0,,['SuperAirJet'],
1.29528e+18,mutciiiii,2023-06-24 16:00:49+00:00, cutievivipao superairjet akunmu gembokan net,1.67264e+18,1,0,0,cutievivipao,"['cutievivipao', 'SuperAirJet']",
1.129e+18,elsin_amor,2023-06-24 11:37:48+00:00,mba bca pramugari super air jet ,1.67257e+18,1,0,0,,,
76849144.0,indie_0,2023-06-24 11:24:14+00:00, raratitihhh kak mo tanya donk koper kabin super air jet brp ukuran maks nya ya ,1.67257e+18,1,0,0,raratitihhh,['raratitihhh'],
1.16691e+18,jasa_bikin_web,2023-06-24 11:09:18+00:00, superairjet hotline berapa min ,1.67256e+18,0,0,0,,['SuperAirJet'],
60820540.0,Pashatama,2023-06-24 08:55:43+00:00,sementara beberapa maskapai lain nutup rute dari bandung superairjet ini nambah terus rute ga cuma bali dan medan batam juga balikpapan aja ada trus skrg cuma dia yg terbang ke medan dari bandung harganya lebih mahal daripada jakarta bangkok,1.67253e+18,0,0,0,,,
8.36085e+17,lionmarkauu,2023-06-24 07:13:20+00:00,anying di prank super air jet bilangnya last call gue udh lari lari nyeeeettt ternyata delayed orgil,1.6725e+18,0,0,0,,,
709022682.0,reja_abe,2023-06-24 06:37:37+00:00, superairjet hallo min cek dm,1.67249e+18,0,0,0,,['SuperAirJet'],
7.9301e+17,dishub_bwi,2023-06-24 04:44:42+00:00,flight weekend bandara internasional banyuwangi jakarta banyuwangi pp super air jet iu 0371 a320 reg pk sga rute bwx cgk airborne 11 00 lt citilink qg0701 a320 reg pk gqa rute bwx cgk airborne 11 26 lt https co twtqkiwuri,1.67247e+18,0,0,0,,,
9.85039e+17,Tetabeta1,2023-06-24 03:28:28+00:00, superairjet saya beli tiket plus seat 1d di iu 741 denpasar jakarta 24 juni23 11 15 ternyata seat yg saya beli sdh dibeli juga oleh orang lain alias double akhirnya saya dipindah ke seat 2f mengecewakan mohon penggantian dan penjelasannya ,1.67245e+18,0,0,0,,['SuperAirJet'],
1.13841e+18,mareeeeet,2023-06-24 02:53:58+00:00,bjir sekarang bandung medan pp cuma ada super er jet doang trs harganya jd 2jt anjjjjjjj kembalikan bdg medan ku yg 800rb ituuuuuuuuuu citilink airasia superairjet,1.67244e+18,0,0,1,,"['Citilink', 'airasia', 'SuperAirJet']",
290945374.0,yrsatyas,2023-06-24 01:22:18+00:00, superairjet halo ka boleh cek dm kah,1.67241e+18,0,0,0,,['SuperAirJet'],
597892288.0,sitaayum,2023-06-24 00:12:14+00:00, superairjet pagi kak bisa cek dm asap terima kasih,1.6724e+18,0,0,0,,['SuperAirJet'],
1.13229e+18,RafsAkbar,2023-06-23 17:21:46+00:00, dolusdelictus trans nusantara baru denger super air jet ga heran lagi,1.67229e+18,1,0,1,dolusdelictus,['dolusdelictus'],
189074845.0,sonyabsmd,2023-06-23 15:00:13+00:00,summon lionairgroup superairjet perlu bgt penerbangan direct banjarmasin pontianak dengan harga terjangkau pastinya ,1.67226e+18,0,0,0,,"['lionairgroup', 'SuperAirJet']",
1.44704e+18,citizentjourna1,2023-06-23 14:09:02+00:00,maskapai super jet air resmi mengudara di sultra anton timbang hadirnya maskapai ini dapat membantu mobilitas masyarakat dan sektor perekonomian daerah https co jsbyei9sur,1.67225e+18,0,0,0,,,
76038317.0,anggajayawinata,2023-06-23 14:04:06+00:00,woyy gw nunggu udah dari jam 17 00 sampe detik ini pesawat lu belom boarding juga saj iu 889 kno cgk jadwal awal 18 45 delay kedua 20 45 sekarang blm juga boarding superairjet lionairgroup,1.67224e+18,0,0,0,,"['SuperAirJet', 'lionairgroup']",
1.02199e+18,daniimarulitua,2023-06-23 13:49:58+00:00, superairjet lionairgroup pelayanan kalian buruk ,1.67224e+18,0,0,0,,"['SuperAirJet', 'lionairgroup']",
122002573.0,WityaPS,2023-06-23 12:27:58+00:00, superairjet info jam operasional maskapi kantor medan jam berpa ,1.67222e+18,0,0,0,,['SuperAirJet'],
273826490.0,yudidudidam,2023-06-23 12:27:09+00:00,ini apa coba yg copot superairjet https co cxkwaxrnob,1.67222e+18,0,0,0,yudidudidam,['SuperAirJet'],
1.38611e+18,EYESONJlSOO,2023-06-23 12:15:51+00:00, lionairgroup superairjet batikairina tolong dong bales dm lionairgroup,1.67222e+18,0,0,0,EYESONJlSOO,"['lionairgroup', 'SuperAirJet', 'BatikAirINA', 'lionairgroup']",
1.38611e+18,EYESONJlSOO,2023-06-23 12:04:53+00:00,apa bgt dah super air jet jadwal penerbangan gue berubah tiba2 jadi jam4 pagi dan ganti pesawat jadi batik air terus pas gue mau reshedule di website lion air grup gabisa bisa juga gimana deh lionairgroup superairjet batikairina,1.67221e+18,0,0,0,,"['lionairgroup', 'SuperAirJet', 'BatikAirINA']",
1.53883e+18,HertiaviAgatha,2023-06-23 11:51:04+00:00, superairjet min buka dm,1.67221e+18,0,0,0,,['SuperAirJet'],
1.6507e+18,LcrTourTravel,2023-06-23 11:08:44+00:00,info penerbangan domestik maskapai super air jet menambah rute penerbangan baru rute palembang bandung pp bandung banjarmasin pp jakarta banjarmasin pp solo pontianak pp https co bwjlepqopi,1.6722e+18,0,0,0,,,
155662274.0,wverney,2023-06-23 11:07:50+00:00, superairjet halo min mau tanya kode penerbangan iu 744 ke denpasar jam 17 45 mendarat di terminal berapa ya ,1.6722e+18,0,0,0,,['SuperAirJet'],
899479915.0,FilterAirJKT,2023-06-23 11:07:33+00:00,anton timbang sambut baik beroperasinya maskapai super air jet di sultra https co r0pmmxn1db https co y6w5uarbl0,1.6722e+18,0,0,0,,,
76038317.0,anggajayawinata,2023-06-23 10:49:03+00:00,maskapai lu delay mulu superairjet ,1.6722e+18,0,0,0,,['SuperAirJet'],
16645845.0,yacko,2023-06-23 10:37:20+00:00,pertama kali terbang dengan super air jet yang super late ,1.67219e+18,1,0,0,,,
1.31301e+18,indosultra,2023-06-23 10:04:18+00:00,super jet air resmi mengudara di kota kendari kadin sultra flight penerbangan lion group sultra akan semakin maju https co 03fqgu1rtu via indosultra com,1.67218e+18,0,0,0,,['indosultra'],
67197836.0,ervanguruh,2023-06-23 09:34:42+00:00, superairjet cek dm min,1.67218e+18,0,0,0,,['SuperAirJet'],
273826490.0,yudidudidam,2023-06-23 09:11:48+00:00,hampir 3 jam superairjet mending buat ke denpasar cari sate babi https co swpojbgm92,1.67217e+18,2,0,0,,['SuperAirJet'],
1.02199e+18,daniimarulitua,2023-06-23 09:08:15+00:00,1 5 jam itu waktu yg berharga gw mau liat kompensasi lo sesuai ga dengan waktu 1 5jam yg hilang itu superairjet,1.67217e+18,0,0,0,daniimarulitua,['SuperAirJet'],
1.57371e+18,Lutfck8,2023-06-23 08:49:27+00:00, sun_smile25 superairjet saya perginya 6 jam delay pulangnya delay juga ,1.67216e+18,0,0,0,sun_smile25,"['sun_smile25', 'SuperAirJet']",
1.57371e+18,Lutfck8,2023-06-23 08:46:02+00:00, superairjet bubar aja udah ,1.67216e+18,0,0,0,,['SuperAirJet'],
1.4801e+18,BernadeteMulia1,2023-06-23 08:41:31+00:00,super air jet iu 753 dps gt cgk delay 3jam baru diinfo delay 5 menit sebelum boarding jam 13 45 diinfonya jam 16 10 pesawat baru dateng tapi sampe skrg jam 16 40 belum ada info apa2 kompensasi delay juga gak tau dapet engga penumpang sekarang terbengkalai superairjet,1.67216e+18,0,0,0,,['SuperAirJet'],
381841854.0,pcyeolloey,2023-06-23 08:36:48+00:00, superairjet min mau tanya syarat penerbangan juni 2023 apakah wajib vaksin covid booster ke 2 vaksin ke 4 apakah bisa jika baru vaksin booster ke 1 saja terima kasih ,1.67216e+18,1,0,0,,['SuperAirJet'],
1.1212e+18,sleeperqueen_,2023-06-23 08:31:18+00:00,hari ini mau plg pake superairjet harusnya pesawat jam 15 15 wita tbtb pas check in diblg cancel jdnya 15 45 wita sampe jam 16 30 wita masih belom boarding gatau alesannya apaa denger2 udah berapa pesawat yg delay dr jam 13 00 wita smpe jam 16 30 masih belom masuk juga guys ,1.67216e+18,0,0,0,,['SuperAirJet'],
1.23477e+18,telisik_id,2023-06-23 08:30:15+00:00,pertama kali mendarat di sulawesi tenggara pesawat super air jet disambut water salute dan tari mondotambe https co zmgwuvrnvn,1.67216e+18,0,0,0,,,
19441409.0,UQUky,2023-06-23 07:22:40+00:00,penumpang penerbangan superairjet iu 752 yang dijadwalkan terbang pukul 10 45 wib akhirnya diperkenankan masuk pesawat pada pukul 14 00 wib setelah mengalami keterlambatan hampir 4 jam alasan keterlambatan masalah operasional https co 4oei18q0be,1.67214e+18,0,0,0,,['SuperAirJet'],
19441409.0,UQUky,2023-06-23 07:16:16+00:00,akhirnya penerbangan superairjet iu 752 dgn jadwal terbang pukul 10 45 wib para penumpangnya diperkenankan masuk pesawat pada pukul 14 00 wib setelah mengalami keterlambatan hampir 4 jam ,1.67214e+18,0,0,0,,['SuperAirJet'],
3299433440.0,zonasultraid,2023-06-23 06:50:48+00:00,anton timbang sambut baik beroperasinya maskapai super air jet di sultra https co hbptpei9ln lewat zonasultracom,1.67214e+18,0,0,0,,,
1.23477e+18,telisik_id,2023-06-23 06:35:33+00:00,super air jet resmi mengudara di kendari cek rutenya https co 9zwjoxf7pg,1.67213e+18,0,0,0,,,
585474087.0,lololorawr,2023-06-23 06:29:26+00:00,pertama kali naik super air jet wkwkwk https co 8qeqmpnqyr,1.67213e+18,1,0,1,lololorawr,,
1.1576e+18,humor1zz,2023-06-23 06:26:36+00:00, sleepyrqra jadi teringat dulu aku naik air super jet kebetulan duduk paling belakang mbak mbak pramugari di belakang saling curhat soal masalah hidupnya ,1.67213e+18,0,0,1,sleepyrqra,['sleepyrqra'],
19441409.0,UQUky,2023-06-23 06:07:37+00:00,siang 62 jd drama hari ini adalah keterlambatan superairjet di terminal 1 gate 2 ada yg jadwal 10 45 wib smp skr blm brgkat malah simpati sama mbak mas petugas manajer operasional maskapainya ke mana ya aku mah duduk manis aja https co q3dq9uugmj,1.67212e+18,0,0,0,,['SuperAirJet'],
45497107.0,raguraguicuk,2023-06-23 06:06:13+00:00, superairjet banyak bener yg delay ya jam segini semarang palembang denpasar tj pandan lucunya di display statusnya panggilan terakhir https co nzjr4fv20c,1.67212e+18,0,0,0,,['SuperAirJet'],
9.87881e+17,Kendarinformasi,2023-06-23 05:49:50+00:00,maskapai super air jet telah tiba di bandara haluoleo kendari jumat 23 6 2023 maskapai tersebut telah disambut oleh pihak bandara dan rencananya akan melayani angkutan penumpang perdana mulai hari ini https co ab0vlkipzi,1.67212e+18,0,0,0,,,
1388567274.0,penasultra_id,2023-06-23 05:48:15+00:00,super air jet resmi mengudara di kendari https co fywpwmfkwo,1.67212e+18,0,0,0,,,
1.33122e+18,IdBondo,2023-06-23 05:27:37+00:00,ketua kadin sultra anton timbang sambut baik kehadiran maskapai super air jet di bumi anoa https co 30h2ixggh7 lewat bondo id berita online indonesia,1.67211e+18,0,0,0,,['bondo'],
86287561.0,ecka_puppy,2023-06-23 05:02:10+00:00,sekalinya coba naik superairjet malah jadwal dimundurin dan ada info kemungkinan delayed hadeh ga lagi2 deh ,1.67211e+18,0,0,0,,['SuperAirJet'],
1.55886e+18,pintrxst,2023-06-23 04:43:15+00:00, superairjet min tolong cek dm saya ada masalah di peralihan jadwal,1.6721e+18,0,0,0,,['SuperAirJet'],
886361815.0,eckoarcadia,2023-06-23 03:26:20+00:00,super air jet belitung jakarta rp 364 000 https co wy9zfhoywj,1.67208e+18,0,0,0,,,
635176507.0,raratitihhh,2023-06-23 01:50:54+00:00, chan_dut09 iyaaa kak soale baru pertama naik super air jet trus kmrn ada review yg acnya mati pada kepanasan jdnya kan deg2an ,1.67206e+18,0,0,0,Chan_dut09,['Chan_dut09'],
1.24356e+18,Xsampun,2023-06-22 14:41:06+00:00,nnti balik naik super air jet lgi ,1.67189e+18,0,0,0,,,
9.80641e+17,everywonwaa,2023-06-22 14:19:06+00:00, valentinesye mangny ak super air jet,1.67189e+18,1,0,0,valentinesye,['valentinesye'],
320130829.0,MamakiloQG,2023-06-22 14:03:39+00:00, recehtapisayng lain hal case super air jet yg saat diatas acnya mati padahal pesawat airbus punya 3 engine yg bekerja utk mendinginkan ruangan artinya kalo sampe diatas panas 3 engine nya failure anehnya kok cockpit malah bablas tidak memutuskan utk emergency landing or return to base,1.67188e+18,0,1,1,MamakiloQG,['recehtapisayng'],
413863860.0,pegipegi,2023-06-22 12:21:17+00:00, sleepyrqra ditambah harga murah gini siapa yang ngga mau naik super air jet https co uyixddafpx,1.67186e+18,1,0,1,sleepyrqra,['sleepyrqra'],
1.129e+18,elsin_amor,2023-06-22 11:44:22+00:00,mba super air jet cakep woii gilaaa,1.67185e+18,0,0,0,,,
89150103.0,oddeinary,2023-06-22 11:21:40+00:00,outfit fa super jet air santai bgt terus yg cewe rambutnya boleh digerai sm kuncir kuda ,1.67184e+18,0,0,0,,,
86702719.0,Andhinimartha,2023-06-22 11:11:41+00:00, superairjet lionairgroup bales dong kita punya complain ,1.67184e+18,0,0,0,,"['SuperAirJet', 'lionairgroup']",
86702719.0,Andhinimartha,2023-06-22 11:10:26+00:00, bsekutrem superairjet ni schedule awal 18 15 jadi 18 45 ganti lagi jadi 19 15 dan terakhir jadi 20 25 keterlaluaan,1.67184e+18,0,0,1,bsekutrem,"['bsekutrem', 'SuperAirJet']",
71189804.0,HidayatiWahyuni,2023-06-22 10:44:26+00:00, superairjet halo min saya mau nanya saya sudah beli tiket dari yia pdg untuk tanggal 7 juli 2023 apakah memungkinkan melakukan reschedule untuk penerbangan dari cgk pdg nya ,1.67183e+18,0,0,0,,['SuperAirJet'],
446017656.0,bostuah,2023-06-22 10:40:58+00:00, sleepyrqra jadwal super air jet kapan ni,1.67183e+18,0,0,0,sleepyrqra,['sleepyrqra'],
2475379963.0,bsekutrem,2023-06-22 09:12:27+00:00, andhinimartha superairjet maren yg di jogja delay 3 jam akhirnya ganti pesawat ,1.67181e+18,1,0,0,Andhinimartha,"['Andhinimartha', 'SuperAirJet']",
86702719.0,Andhinimartha,2023-06-22 09:03:59+00:00,contact center di alihkan semua ke chat tapi slow respon banget banget ada delay pun nggak info gileeeeeeee superairjet,1.67181e+18,1,0,0,,['SuperAirJet'],
926698033.0,sGalihP,2023-06-22 08:24:29+00:00, sleepyrqra indonesia negara ku super air jet maskapai ku,1.6718e+18,0,0,0,sleepyrqra,['sleepyrqra'],
49934848.0,SR_VIDHI,2023-06-22 07:49:21+00:00,booossss beliin tiket super air jet yah ntar pulang kali disemprot2 juga kepala gue ,1.67179e+18,0,0,0,,,
1.08123e+18,parrroooo,2023-06-22 07:09:13+00:00, sleepyrqra tiket super air jet bandung medan mahal banget mbaa skrng ,1.67178e+18,2,0,2,sleepyrqra,['sleepyrqra'],
1.28943e+18,thehashslinking,2023-06-22 05:57:56+00:00, sleepyrqra kak tau gak kalo dibelah dada aku ada super air jet,1.67176e+18,1,0,2,sleepyrqra,['sleepyrqra'],
311293579.0,othacharoline,2023-06-22 04:32:52+00:00, betterskinsoon loekmn_ superairjet kak mau nanya dong tp ga bisa dm ,1.67174e+18,0,0,0,betterskinsoon,"['betterskinsoon', 'loekmn_', 'SuperAirJet']",
1.15455e+18,Chan_dut09,2023-06-22 04:18:05+00:00, raratitihhh jogja nih enak kok kak aku pke super air jet trs klo kjogja,1.67173e+18,1,0,0,raratitihhh,['raratitihhh'],
311293579.0,othacharoline,2023-06-22 03:54:04+00:00, superairjet min cek dm,1.67173e+18,0,0,0,,['SuperAirJet'],
1.39106e+18,iziisback,2023-06-22 03:54:04+00:00,wanjay naek super air jet,1.67173e+18,0,0,0,,,
1.29141e+18,IgnasiaZ,2023-06-22 02:33:15+00:00,pesawat super air jet bagus ga ya soalnya yang ga transit cuma maskapai itu anjir yg lainnya pd transit sedangkan mak bpk gue gmw transit ,1.67171e+18,1,0,0,,,
2211550843.0,IstiantoBayu,2023-06-22 01:48:22+00:00, superairjet pertama kali coba setelah bacabaca review nya penerbangan yia lombok praya pramugara keren seragamnya ramah walau judes mukanya telat tapi masih wajar hanya 15 menit dingin kok tidak sepanas yang dibayangkan coba besok lagi yang lombok yia,1.6717e+18,0,0,0,,['SuperAirJet'],
49934848.0,SR_VIDHI,2023-06-22 01:31:23+00:00,pramusaji super air jet ,1.67169e+18,0,0,1,,,
1.22013e+18,azuratravelcom,2023-06-22 01:04:31+00:00,super jet air banyak rute baru memudakan liburanmu mulai 3 juli ada rute dari ke palembang bandung bandung banjarmasin banjarmasin jakarta mulai 7 juli 2023 ada rute baru dari ke solo pontianak pemesanan tiket di website https co q6amqxt2du https co 1d9cndvtbj,1.67169e+18,0,2,3,,,
52713132.0,unasyamsul,2023-06-22 00:59:54+00:00, ap_airports halo admin berkenan diinformasikan untuk terminal kedatangan domestik lion air super air jet amp air asia bandara juanda di terminal berapa yah terima kasih ,1.67168e+18,1,0,0,,['AP_Airports'],
349470983.0,Ovalltineee,2023-06-22 00:57:27+00:00, sleepyrqra jadi pen nyoba super air jet,1.67168e+18,0,0,0,sleepyrqra,['sleepyrqra'],
821261406.0,RakaTemenKalian,2023-06-21 20:23:12+00:00,untuk diskon murah promo pesawat yang domestik ready garuda batik ya up to 27 sementara citilink lion superairjet airasia wings masih offline kalau internasional up to 35 inshallah maskapai list di trit sebelumnya semua ada gas ke wa aja 089677426864 welcome agent agen,1.67161e+18,1,1,0,,,
956871973.0,rezbangs,2023-06-21 14:57:38+00:00, sleepyrqra wiii ada pramugari super air jet,1.67153e+18,0,0,0,sleepyrqra,['sleepyrqra'],
89158347.0,rentomafor,2023-06-21 14:45:15+00:00, sleepyrqra alasan knp super air jet sering direscheduled ,1.67153e+18,0,0,0,sleepyrqra,['sleepyrqra'],
231580963.0,buruhkumuh,2023-06-21 14:13:26+00:00, sleepyrqra ke lombok pake super air jet kali ya septianmalik,1.67152e+18,1,0,0,sleepyrqra,"['sleepyrqra', 'septianmalik']",
1.49583e+18,idntknwwhthappn,2023-06-21 11:18:49+00:00,mba mba super air jet ni makannya apaa ya cakep cakep semua ,1.67148e+18,1,0,0,,,
1.30263e+18,ma555_aten666,2023-06-21 09:32:00+00:00,jurusan mana kak aku sering naik superairjet ,1.67145e+18,1,0,0,,,
1.19157e+18,akusipucil,2023-06-21 09:31:59+00:00,gak lagi gua naik super air jet,1.67145e+18,2,0,1,,,
1.59621e+18,alfarkive,2023-06-21 09:31:09+00:00, sleepyrqra psti pramugari super air jet,1.67145e+18,0,0,0,sleepyrqra,['sleepyrqra'],
1.27408e+18,marlborobuwiru,2023-06-21 09:23:01+00:00, sleepyrqra dari semua pakaian pramugari yg look nya bikin aku kuat nahan ya seragam pramugari dr super air jet,1.67145e+18,0,0,0,sleepyrqra,['sleepyrqra'],
9.94554e+17,seeunever_,2023-06-21 09:19:53+00:00,gees mending batik apa superairjet dah,1.67145e+18,2,0,0,,,
292717532.0,intanriia,2023-06-21 06:23:03+00:00,random tweet kemarin sempet nyobain naik superairjet pesawat kursi dan ontimenya sih ya gitulah ya wkwk tapi dibandingkan citilink yg sering aku naikin pramugarinya tuh lebih ramah dan helpful super air jet banget lebih care pula sm baby drpd citilink yg menang pantunnya ,1.6714e+18,0,0,0,,,
213586001.0,its_mymind,2023-06-21 05:56:37+00:00, superairjet iu 733 cancel penerbangan gak dihubungi smp bandara diganti penerbangan iu 753 jam 14 15 udh masuk bandara malah katanya pesawat jam 16 30 gmn ini tidak komunikatif banget parah kalian ini,1.6714e+18,0,0,0,,['SuperAirJet'],
1.59874e+18,dippaduppaa,2023-06-21 03:50:50+00:00, jaoharilatif batik super air jet ama lion masih satu rahim wak,1.67137e+18,0,0,0,JaohariLatif,['JaohariLatif'],
179386217.0,widyatarmizi,2023-06-21 01:34:04+00:00,beli tiket 07 45 pas cekin jadi 08 45 gada info apa apa boarding 08 15 gada info naik pesawat juga 08 30 ada announcement pesawatnya baru sampe jadi lagi proses bersih bersih dulu bye superairjet,1.67133e+18,0,0,0,,['SuperAirJet'],
1.09405e+18,28Enggar,2023-06-20 19:59:28+00:00, superairjet tlong cek dm min,1.67125e+18,0,0,0,,['SuperAirJet'],
1.28402e+18,papayaaaddict,2023-06-20 13:28:48+00:00,super air jet emang panas atau cuma yg ini doang yg panas cuma krn urusan mendesak terpaksa bgt pake maskapai ini,1.67115e+18,0,0,0,,,
635176507.0,raratitihhh,2023-06-20 12:52:59+00:00,dah beli tiket deg2an pertama kali naik super air jet sampe dari sblm booking tiket aku cari reviewnya penumpang super air jet https co petj7pddpf,1.67114e+18,5,0,2,,,
1.17539e+18,Coffeelatteen,2023-06-20 10:38:15+00:00, melodyfs_ srchwinter waow kalo naik super air jet bareng sih kak sama aku dari sby jam 6 pagi ,1.67111e+18,1,0,1,melodyfs_,"['melodyfs_', 'srchwinter']",
